field_id,table_name,field_name,description,data_type,required_when,unit_or_allowed_values,collection_method,collection_frequency,responsible_role,acceptable_evidence,validation_rule,sensitivity_class,linked_metrics
water_withdrawal.permit_limit_m3,water_withdrawal,permit_limit_m3,Applicable permitted volume for period,decimal,required when permitted,m3,meter/records/approved estimate,monthly/seasonal/annual,farm data steward,"meter photo/log, permit, invoice/model inputs",end >= start; meter delta reconciles; source/permit valid,program-confidential,M12
water_withdrawal.exceedance_flag,water_withdrawal,exceedance_flag,Whether permit/program limit exceeded,boolean,required,true|false,meter/records/approved estimate,monthly/seasonal/annual,farm data steward,"meter photo/log, permit, invoice/model inputs",end >= start; meter delta reconciles; source/permit valid,program-confidential,M12
water_quality_sample.record_id,water_quality_sample,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
water_quality_sample.farm_id,water_quality_sample,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
water_quality_sample.reporting_period_id,water_quality_sample,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
water_quality_sample.evidence_ids,water_quality_sample,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
water_quality_sample.data_status,water_quality_sample,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
water_quality_sample.qa_status,water_quality_sample,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
water_quality_sample.water_quality_sample_id,water_quality_sample,water_quality_sample_id,Unique sample/result ID,string,required,,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.water_source_id,water_quality_sample,water_source_id,Linked source/site,string,required,,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.sample_datetime,water_quality_sample,sample_datetime,Sampling timestamp,datetime,required,ISO 8601,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.site_position,water_quality_sample,site_position,Relative monitoring position,enum,required,upstream|downstream|onsite|reference|other,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.parameter,water_quality_sample,parameter,Measured parameter/analyte,text,required,approved parameter list,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.result_value,water_quality_sample,result_value,Reported result,decimal,required,parameter-specific,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.result_unit,water_quality_sample,result_unit,Reported unit,text,required,approved unit for parameter,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.method_or_lab,water_quality_sample,method_or_lab,Method and laboratory/provider,text,required,,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.detection_limit,water_quality_sample,detection_limit,Analytical detection limit,decimal,required when laboratory result,same as result unit,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.qa_flag,water_quality_sample,qa_flag,Laboratory/field QA flag,enum,required,pass|estimated|below_detection|rejected,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.threshold_or_reference,water_quality_sample,threshold_or_reference,Applicable threshold/reference value,decimal,required when interpreted,same as result unit,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
water_quality_sample.exceedance_flag,water_quality_sample,exceedance_flag,Whether approved threshold/reference exceeded,boolean,required,true|false,approved field/laboratory method,risk-based/protocol,trained sampler/laboratory,chain of custody and lab/field result,method/unit/QA required; rejected excluded,program-confidential,M12|M15
habitat_condition_observation.record_id,habitat_condition_observation,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
habitat_condition_observation.farm_id,habitat_condition_observation,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
habitat_condition_observation.reporting_period_id,habitat_condition_observation,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
habitat_condition_observation.evidence_ids,habitat_condition_observation,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
habitat_condition_observation.data_status,habitat_condition_observation,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
habitat_condition_observation.qa_status,habitat_condition_observation,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
habitat_condition_observation.condition_observation_id,habitat_condition_observation,condition_observation_id,Unique habitat plot/site observation,string,required,,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.habitat_polygon_id,habitat_condition_observation,habitat_polygon_id,Linked habitat polygon,string,required,,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.geometry_id,habitat_condition_observation,geometry_id,Stable plot/sample location ID,string,required,,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.observation_date,habitat_condition_observation,observation_date,Observation date,date,required,YYYY-MM-DD,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.method_version,habitat_condition_observation,method_version,Approved biome-specific method/version,string,required,,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.indicator_name,habitat_condition_observation,indicator_name,Raw condition indicator,text,required,approved indicator list,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.indicator_value,habitat_condition_observation,indicator_value,Observed indicator result,decimal,required,indicator-specific,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.indicator_unit,habitat_condition_observation,indicator_unit,Indicator unit,text,required,approved unit,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.sampling_effort,habitat_condition_observation,sampling_effort,Plots/transect/time/area represented,decimal,required,method-specific,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.reference_value,habitat_condition_observation,reference_value,Approved reference value where used,decimal,required when scoring,same as indicator,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.condition_score,habitat_condition_observation,condition_score,Derived condition score,decimal,required when approved method applies,0-100,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
habitat_condition_observation.disturbance_flags,habitat_condition_observation,disturbance_flags,Observed degradation/disturbance flags,list,required,fire|grazing|logging|erosion|invasive|none|other,approved habitat field/remote method,2-3 yearly/event,trained assessor/ecologist,"raw observations, geotagged photos, method record",stable site/method; raw value retained; score reproducible,restricted ecological,M08|M09|M13
restoration_observation.record_id,restoration_observation,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
restoration_observation.farm_id,restoration_observation,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
restoration_observation.reporting_period_id,restoration_observation,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
restoration_observation.evidence_ids,restoration_observation,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
restoration_observation.data_status,restoration_observation,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
restoration_observation.qa_status,restoration_observation,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
restoration_observation.restoration_observation_id,restoration_observation,restoration_observation_id,Unique restoration action/monitoring record,string,required,,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.habitat_polygon_id,restoration_observation,habitat_polygon_id,Linked restoration polygon,string,required,,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.observation_date,restoration_observation,observation_date,Action/monitoring date,date,required,YYYY-MM-DD,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.record_type,restoration_observation,record_type,Restoration record type,enum,required,intervention|maintenance|monitoring|reversal,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.intervention_method,restoration_observation,intervention_method,Restoration intervention method,text,required for intervention,,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.intervention_area_ha,restoration_observation,intervention_area_ha,Area treated in intervention,decimal,required for intervention,ha,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.establishment_year,restoration_observation,establishment_year,Restoration establishment year,integer,required,YYYY,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.sampled_individuals_count,restoration_observation,sampled_individuals_count,Individuals assessed for survival,integer,required when survival measured,count,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.surviving_individuals_count,restoration_observation,surviving_individuals_count,Individuals surviving/established,integer,required when survival measured,count,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.native_cover_percent,restoration_observation,native_cover_percent,Observed native vegetation cover,decimal,required when protocol requires,percent,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.native_species_richness,restoration_observation,native_species_richness,Observed native species richness,integer,required when protocol requires,count,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
restoration_observation.reversal_area_ha,restoration_observation,reversal_area_ha,Area reversed/lost,decimal,required for reversal,ha,work record and approved monitoring,event/annual/2-3 yearly,farm data steward,"work record, plot data, photos/GIS",surviving <= sampled; area <= polygon; reversal linked to incident,restricted ecological,M09|M13
invasive_species_observation.record_id,invasive_species_observation,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
invasive_species_observation.farm_id,invasive_species_observation,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
invasive_species_observation.reporting_period_id,invasive_species_observation,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
invasive_species_observation.evidence_ids,invasive_species_observation,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
invasive_species_observation.data_status,invasive_species_observation,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
invasive_species_observation.qa_status,invasive_species_observation,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
invasive_species_observation.invasive_observation_id,invasive_species_observation,invasive_observation_id,Unique invasive-species record,string,required,,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.habitat_polygon_id,invasive_species_observation,habitat_polygon_id,Linked habitat polygon,string,required,,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.observation_date,invasive_species_observation,observation_date,Observation/treatment date,date,required,YYYY-MM-DD,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.species_name,invasive_species_observation,species_name,Invasive species scientific/approved name,text,required,,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.method_version,invasive_species_observation,method_version,Mapping/assessment method,text,required,,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.occupied_area_ha,invasive_species_observation,occupied_area_ha,Estimated occupied area,decimal,required,ha,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.cover_or_density,invasive_species_observation,cover_or_density,Observed cover/density,decimal,required,method-specific,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.record_type,invasive_species_observation,record_type,Record type,enum,required,baseline|treatment|follow_up,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.treatment_method,invasive_species_observation,treatment_method,Control method,text,required when treatment,,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.non_target_harm_flag,invasive_species_observation,non_target_harm_flag,Observed non-target harm,boolean,required when treatment/follow_up,true|false,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
invasive_species_observation.efficacy_percent,invasive_species_observation,efficacy_percent,Change/control efficacy from approved comparison,decimal,required for follow_up,percent,approved mapping/control monitoring,annual/event,trained assessor/manager,"map, field observation, treatment record",area <= polygon; efficacy method documented; non-target harm escalated,restricted ecological,M18
biological_survey_event.record_id,biological_survey_event,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
biological_survey_event.farm_id,biological_survey_event,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
biological_survey_event.reporting_period_id,biological_survey_event,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
biological_survey_event.evidence_ids,biological_survey_event,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
biological_survey_event.data_status,biological_survey_event,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
biological_survey_event.qa_status,biological_survey_event,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
biological_survey_event.survey_event_id,biological_survey_event,survey_event_id,Unique standardized biological survey event,string,required,,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.geometry_id,biological_survey_event,geometry_id,Survey point/transect/plot geometry ID,string,required,,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.survey_target,biological_survey_event,survey_target,Target taxon/functional group,text,required,,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.method_version,biological_survey_event,method_version,Approved survey method/version,string,required,,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.survey_start_datetime,biological_survey_event,survey_start_datetime,Survey start timestamp,datetime,required,ISO 8601,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.effort_value,biological_survey_event,effort_value,Survey effort,decimal,required,method-specific,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.effort_unit,biological_survey_event,effort_unit,Survey effort unit,text,required,minutes|trap_nights|transect_km|samples|other,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.weather_or_site_conditions,biological_survey_event,weather_or_site_conditions,Relevant detection/site conditions,text,required,,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.taxon_scientific_name,biological_survey_event,taxon_scientific_name,Observed target taxon or no-detection code,text,required,,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.detection_count,biological_survey_event,detection_count,Raw detections/count,integer,required,count; zero is valid protocol non-detection,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
biological_survey_event.independent_validation_status,biological_survey_event,independent_validation_status,Expert/automated identification validation,enum,required,validated|pending|rejected,approved repeated biological survey,pilot/leadership protocol,trained surveyor/ecologist,"raw survey sheet, media/sample, validation",effort/conditions and zero detections retained; rejected excluded,restricted ecological,M16|M17
evidence_register.record_id,evidence_register,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
evidence_register.farm_id,evidence_register,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
evidence_register.evidence_ids,evidence_register,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
evidence_register.data_status,evidence_register,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
evidence_register.qa_status,evidence_register,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
evidence_register.evidence_id,evidence_register,evidence_id,Unique evidence item ID,string,required,,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.evidence_type,evidence_register,evidence_type,Evidence category,enum,required,official_record|permit|invoice|log|photo|imagery|geometry|lab_result|survey_record|attestation|other,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.evidence_date,evidence_register,evidence_date,Evidence creation/observation date,date,required,YYYY-MM-DD,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.coverage_description,evidence_register,coverage_description,What farm/period/record the evidence supports,text,required,,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.file_uri,evidence_register,file_uri,Immutable evidence link/path,uri,required,,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.file_hash,evidence_register,file_hash,Cryptographic file hash,string,required,SHA-256 preferred,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.owner_or_issuer,evidence_register,owner_or_issuer,Evidence owner/issuer,text,required,,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.access_class,evidence_register,access_class,Access classification,enum,required,public|program_confidential|restricted_personal_rights|restricted_ecological,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.review_status,evidence_register,review_status,Evidence review state,enum,required,submitted|accepted|rejected|expired,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
evidence_register.expiry_date,evidence_register,expiry_date,Evidence expiry date,date,required when expiring,YYYY-MM-DD,evidence upload/register,each evidence item,farm data steward/reviewer,the evidence item itself,hash/URI unique; accepted by authorized reviewer,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.record_id,assurance_finding,record_id,Immutable unique row identifier,string,required,,system assigned,at creation,data system,system record,unique; immutable,program-confidential,
assurance_finding.farm_id,assurance_finding,farm_id,Program-issued farm/property identifier,string,required,,system lookup,each record,farm data steward,farm master record,must exist in farm table,program-confidential,M01
assurance_finding.reporting_period_id,assurance_finding,reporting_period_id,Linked program reporting period,string,required,,system lookup,each record,farm data steward,reporting-period record,must exist in reporting_period table,program-confidential,
assurance_finding.evidence_ids,assurance_finding,evidence_ids,Pipe-delimited evidence IDs supporting row,list,required when evidence is specified,,evidence register linkage,each record,farm data steward,evidence register,every ID must exist,program-confidential,
assurance_finding.data_status,assurance_finding,data_status,Status of value/record,enum,required,observed|measured|estimated|unknown|not_collected|not_applicable,,each record,submitter,record metadata,estimated requires method; unknown cannot be zero,program-confidential,
assurance_finding.qa_status,assurance_finding,qa_status,Review state,enum,required,submitted|automated_check_passed|reviewed|verified|rejected,,each review,reviewer,review log,verified only by authorized reviewer,program-confidential,
assurance_finding.finding_id,assurance_finding,finding_id,Unique assurance finding ID,string,required,,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.audit_date,assurance_finding,audit_date,Audit/review date,date,required,YYYY-MM-DD,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.assurance_provider,assurance_finding,assurance_provider,Independent provider/reviewer,text,required,,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.metric_ids,assurance_finding,metric_ids,Metrics affected,list,required,M01-M18,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.finding_type,assurance_finding,finding_type,Finding classification,enum,required,observation|minor_nonconformity|major_nonconformity|critical_nonconformity,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
assurance_finding.finding_summary,assurance_finding,finding_summary,Non-sensitive finding summary,text,required,,assurance review/audit,assurance schedule/event,assurance provider,audit workpaper/finding record,provider independent; closure verified,program-confidential,M01|M02|M03|M04|M05|M06|M07|M08|M09|M10|M11|M12|M13|M14|M15|M16|M17|M18
